id,features
3390,"[0.0, 0.020032573491334915, 0.0, 0.0, 0.0, 0.0, 0.0017164136515930295, 0.002483321586623788, 0.0, 0.0, 0.07792142033576965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03576309233903885, 0.0]"
3400,"[0.0, 0.0037732706405222416, 0.0, 0.0, 0.0, 0.0, 0.0, 7.024899787211325e-06, 0.0, 0.0, 0.0003673370520118624, 0.0, 8.088751201285049e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3410,"[0.0, 0.0, 0.0, 0.00011152338265674189, 0.0, 0.012788891792297363, 0.0, 0.0, 0.0, 0.0, 0.021833142265677452, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04441583529114723, 0.0]"
3420,"[0.0, 0.0, 0.005016276612877846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019235053332522511, 0.005101030692458153, 0.0, 0.0, 0.0012077062856405973, 0.0, 0.0, 0.0, 0.00019073058501817286, 0.02241622284054756, 0.0018804366700351238]"
3430,"[0.0, 0.006237625144422054, 0.0, 0.0, 0.0, 0.0, 0.01721358858048916, 0.025044234469532967, 0.0, 0.0, 0.06620634347200394, 0.0, 0.0, 0.0017806232208386064, 0.0, 0.0, 0.0, 0.000633888877928257, 0.0039001128170639277, 0.0]"
3440,"[0.0, 0.0015329740708693862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023442164063453674, 0.0, 0.0, 0.0, 0.0, 0.0050044916570186615, 0.0, 0.0, 0.022296026349067688, 0.0]"
3450,"[0.0, 0.0045811478048563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10039468854665756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0507548525929451, 0.0]"
3460,"[0.0, 0.0, 0.0, 0.0, 0.0017684597987681627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006278576329350471, 0.00026606066967360675, 0.0, 0.0, 0.0041471924632787704, 0.0, 0.0, 0.0, 0.005733173806220293, 0.0]"
3470,"[0.0, 0.03124229796230793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0027314696926623583, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001244602259248495, 0.0, 0.0]"
3480,"[0.0, 0.0, 0.011914877220988274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046066492795944214, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3490,"[0.0, 0.0, 0.010142658837139606, 0.0, 0.0, 0.0, 0.024533795192837715, 0.0, 0.0015887942863628268, 0.0, 0.04367532208561897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3500,"[0.0, 0.004255632869899273, 0.0034005434717983007, 0.00021746341371908784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10685349255800247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3510,"[0.0, 0.0, 0.0, 0.0, 0.005656703375279903, 0.00030678341863676906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00014221637684386224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3520,"[0.0, 0.0, 0.004435630980879068, 0.0, 0.006591505836695433, 0.0, 0.0, 0.0026054068002849817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022495942190289497, 0.0]"
3530,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0274650938808918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011009681969881058, 0.0]"
3540,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07192246615886688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04806233569979668, 0.0]"
3550,"[0.0, 0.0, 0.013478248380124569, 0.0, 0.003763801883906126, 0.0, 0.0, 0.02062213234603405, 0.0, 0.0, 0.03169654309749603, 0.0035810782574117184, 0.0, 0.0, 4.267127951607108e-05, 0.0, 0.0, 0.006271496880799532, 0.0, 0.0]"
3560,"[0.0, 0.002920517697930336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0034259541425853968, 0.0034371004439890385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008922019973397255, 0.0010663847206160426]"
3570,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06839112192392349, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.033527012914419174, 0.0]"
3580,"[0.0, 0.0029713562689721584, 0.0, 0.0, 0.006108586676418781, 0.0, 0.0, 0.0012671713484451175, 0.0, 0.0, 0.0, 0.002068622736260295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0041687581688165665, 0.0]"
3590,"[0.0, 0.0037388750351965427, 0.01880650781095028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012900231406092644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3600,"[0.0, 0.0, 0.0, 0.0, 0.0011912350310012698, 0.001137150451540947, 0.0, 0.0, 7.473652658518404e-05, 0.0, 0.0, 0.0048081413842737675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00013259453407954425]"
3610,"[0.0, 0.0010201496770605445, 0.0, 0.004223110619932413, 0.0, 0.0, 0.0, 0.002726198174059391, 0.0, 0.0, 0.006160387769341469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005410829558968544, 0.0, 0.0]"
3620,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0005562210571952164, 0.0, 0.0, 0.0, 0.0, 0.015813631936907768, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018396956846117973, 0.0]"
3630,"[0.0, 0.0, 0.007719187531620264, 0.0, 0.0, 0.0, 0.003289176616817713, 0.0, 0.0, 0.0, 0.012953543104231358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3640,"[0.0, 0.0, 0.0, 0.005671310238540173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041996851563453674, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3650,"[0.0, 0.006994686089456081, 0.0008288484532386065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014971354976296425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004529209341853857, 0.0]"
3660,"[0.0, 0.005995316430926323, 0.0022990682628005743, 0.0, 0.0, 0.0, 0.0003517282602842897, 0.0, 0.0, 0.0, 0.007982601411640644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3670,"[0.0, 0.0, 0.01742827333509922, 0.0, 0.0, 0.0, 0.0038370611146092415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3680,"[0.0, 0.005995316430926323, 0.0022990682628005743, 0.0, 0.0, 0.0, 0.0003517282602842897, 0.0, 0.0, 0.0, 0.007982601411640644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3690,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0421261228621006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3700,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023689014837145805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019167797872796655, 0.0]"
1,"[0.0, 0.0, 0.3526909053325653, 0.0, 0.12067466974258423, 0.0, 0.045803166925907135, 0.0, 0.10058403760194778, 0.0, 0.2865987718105316, 0.3570287525653839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05737053230404854, 0.0]"
11,"[0.0, 0.0, 0.0, 0.0, 0.017049474641680717, 0.26367130875587463, 0.07479602843523026, 0.0, 0.03936253488063812, 0.0, 0.42580416798591614, 0.20741477608680725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3956310749053955, 0.06623151898384094]"
21,"[0.0, 0.21990801393985748, 0.23689381778240204, 0.0, 0.2835545837879181, 0.08945993334054947, 0.0759832113981247, 0.0, 0.6248474717140198, 0.0, 0.07377776503562927, 0.0, 0.0, 0.0, 0.06042196974158287, 0.10009519755840302, 0.10013145208358765, 0.0, 0.2595885097980499, 0.05353871360421181]"
31,"[0.0, 0.0, 0.2757694721221924, 0.0, 0.0, 0.0, 0.07056504487991333, 0.30115801095962524, 0.0, 0.15996631979942322, 0.06046415492892265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45029231905937195, 0.0, 0.0]"
41,"[0.15314795076847076, 0.016587913036346436, 0.43667829036712646, 0.0, 0.0, 0.0, 0.05610569566488266, 0.12395382672548294, 0.32393351197242737, 0.7365836501121521, 0.09193840622901917, 0.24467667937278748, 0.0, 0.0, 0.0, 0.32090848684310913, 0.0, 0.010564594529569149, 0.0, 0.0]"
51,"[0.0, 0.0, 0.37762123346328735, 0.0, 0.1671333611011505, 0.0, 0.056568682193756104, 0.3851867616176605, 0.0, 0.0, 0.20150244235992432, 0.7727675437927246, 0.06067079305648804, 0.0, 0.0, 0.07337216287851334, 0.0, 0.031112797558307648, 0.29190999269485474, 0.0]"
61,"[0.21414928138256073, 0.03171364590525627, 0.175644189119339, 0.11910805106163025, 0.33648526668548584, 0.45295771956443787, 0.15306401252746582, 0.02436486817896366, 0.11834891140460968, 0.0, 0.2313482016324997, 0.4057372808456421, 0.12959995865821838, 0.6245375871658325, 0.02430950291454792, 0.04031467065215111, 0.026525020599365234, 0.216953843832016, 0.034364502876996994, 0.4211742877960205]"
71,"[0.31542879343032837, 0.0, 0.03256647661328316, 0.04518191143870354, 0.06524664163589478, 0.05241856724023819, 0.2305181622505188, 0.06411087512969971, 0.0, 0.2301683872938156, 0.3537772595882416, 0.4917207956314087, 0.0, 0.08688072115182877, 0.0, 0.0, 0.0, 0.16845642030239105, 0.015598115511238575, 0.39558571577072144]"
81,"[0.0, 0.0, 0.10394084453582764, 0.05778473988175392, 0.0, 0.12671853601932526, 0.1268584281206131, 0.0, 0.0, 0.0, 0.43735605478286743, 0.11737155169248581, 0.008428062312304974, 0.01712210662662983, 0.0, 0.0, 0.0, 0.6589091420173645, 0.15411868691444397, 0.1411924660205841]"
91,"[0.0, 0.16953903436660767, 0.057953376322984695, 0.0, 0.0, 0.0, 0.03373289108276367, 0.0, 0.0, 0.03169548138976097, 0.0, 0.0, 0.0, 0.022911304607987404, 0.0, 0.032199960201978683, 0.0, 0.17108449339866638, 0.0, 0.006127950735390186]"
101,"[0.624995768070221, 0.21176286041736603, 0.1375940889120102, 0.11088144034147263, 0.20242811739444733, 0.059074461460113525, 0.16314099729061127, 0.20179852843284607, 0.3044612407684326, 0.3270888328552246, 0.08817090094089508, 0.20476408302783966, 0.09504882246255875, 0.4680449068546295, 0.1263010948896408, 0.36960306763648987, 0.5943281054496765, 0.21466264128684998, 0.10014249384403229, 0.2901827096939087]"
111,"[0.0, 0.0, 0.0, 0.0064607663080096245, 0.17605715990066528, 0.0, 0.0, 0.11281568557024002, 0.0, 0.0, 0.308816522359848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4936794340610504, 0.0]"
121,"[0.0, 0.026446282863616943, 0.0, 0.13787350058555603, 0.7175623774528503, 0.16369037330150604, 0.0, 0.36183807253837585, 0.05679023638367653, 0.0, 0.18663336336612701, 0.03069746121764183, 0.0, 0.026230521500110626, 0.006860025227069855, 0.0, 0.05446125939488411, 0.040999822318553925, 0.5136823654174805, 0.05848852917551994]"
131,"[0.0, 0.027547409757971764, 0.2157786637544632, 0.0, 0.36158743500709534, 0.22283253073692322, 0.0, 0.0, 0.17388571798801422, 0.02299562096595764, 0.27080798149108887, 0.6204803586006165, 0.042135510593652725, 0.0, 0.0, 0.045636292546987534, 0.0, 0.0, 0.0, 0.0]"
141,"[0.0, 0.011403368785977364, 0.24859842658042908, 0.0, 0.02509584277868271, 0.061621297150850296, 0.13216328620910645, 0.0, 0.13384510576725006, 0.0, 0.16521938145160675, 0.5923426747322083, 0.39943403005599976, 0.0, 0.0, 0.13019530475139618, 0.0, 0.026975294575095177, 0.5839410424232483, 0.14476971328258514]"
151,"[0.0, 0.0, 0.17673984169960022, 0.09207173436880112, 0.0, 0.3921539783477783, 0.1388503760099411, 0.0, 0.04056316986680031, 0.04906648024916649, 0.2160617858171463, 0.3830204904079437, 0.5218655467033386, 0.07061098515987396, 0.0, 0.20319725573062897, 0.0, 0.22451023757457733, 0.29206979274749756, 0.2175668179988861]"
161,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005174014717340469, 0.0028977328911423683, 0.0, 0.0, 0.0, 0.0, 0.005935157183557749, 0.0003739049134310335, 0.0, 0.0, 0.0016008175443857908, 7.716686377534643e-05, 0.0]"
171,"[0.0, 0.0, 0.0, 0.37175437808036804, 0.0, 0.14401045441627502, 0.0, 0.0, 0.0, 0.0014021731913089752, 0.312543123960495, 0.0, 0.07700984179973602, 0.002379636513069272, 0.0, 0.0, 0.0, 0.07162482291460037, 0.1386292278766632, 0.02871846966445446]"
181,"[0.0, 0.0023216535337269306, 0.11246094107627869, 0.21523147821426392, 0.0650797039270401, 0.7074026465415955, 0.0049865939654409885, 0.0010008544195443392, 0.002138072857633233, 0.022829562425613403, 0.41498005390167236, 0.21677330136299133, 0.30764278769493103, 0.06603585183620453, 0.0, 0.0, 0.0, 0.07503088563680649, 0.23816458880901337, 0.0]"
191,"[0.0, 0.0, 0.0, 0.0, 0.10659350454807281, 0.388348251581192, 0.0, 0.0, 0.0, 0.0, 0.6037019491195679, 0.18878406286239624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0592208169400692, 0.0, 0.0]"
201,"[0.04450668767094612, 0.047589126974344254, 0.1251121461391449, 0.09306862205266953, 0.3827550709247589, 0.5040343403816223, 0.07449784129858017, 0.0, 0.6035416722297668, 0.1305566430091858, 0.12303300946950912, 0.2706449627876282, 0.1787218302488327, 0.0, 0.03670752793550491, 0.09216711670160294, 0.5783942341804504, 0.016719065606594086, 0.2819446623325348, 0.09338048100471497]"
211,"[0.10925780236721039, 0.005807214416563511, 0.198131263256073, 0.0, 0.0, 0.0, 0.0, 0.03795175999403, 0.435634046792984, 0.6861782073974609, 0.07835373282432556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
221,"[0.0, 0.0, 0.7857087254524231, 0.05980084836483002, 0.0, 0.0057613179087638855, 0.034704238176345825, 0.08752744644880295, 0.05579788237810135, 0.1580323427915573, 0.14858628809452057, 0.16016852855682373, 0.0, 0.017972787842154503, 0.0, 0.13785305619239807, 0.0, 0.09886029362678528, 0.0, 0.0]"
231,"[0.0, 0.32483556866645813, 0.16418252885341644, 0.0, 0.0, 0.0, 0.1462973952293396, 0.0, 0.0, 0.05986278876662254, 0.07041378319263458, 0.0, 0.0, 0.20811854302883148, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
241,"[0.0, 0.0, 0.2268635779619217, 0.0, 0.053833410143852234, 0.0, 0.0, 0.033945247530937195, 0.0, 0.0, 0.21483980119228363, 0.034148920327425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3712148070335388, 0.0, 0.012226637452840805]"
251,"[0.0, 0.01875225268304348, 0.31482061743736267, 0.0, 0.039050761610269547, 0.02523760125041008, 0.06958232820034027, 0.012764639221131802, 0.12786327302455902, 0.059873197227716446, 0.22646445035934448, 0.8618695139884949, 0.3872276842594147, 0.0, 0.0, 0.2277096062898636, 0.0, 0.03183223307132721, 0.166916623711586, 0.0]"
261,"[0.0, 0.0, 0.8066039085388184, 0.0, 0.0, 0.0, 0.09700027853250504, 0.0, 0.12750868499279022, 0.040536828339099884, 0.026992030441761017, 0.1040128767490387, 0.0, 0.0, 0.0, 0.4109843373298645, 0.0, 0.0, 0.18753904104232788, 0.0]"
271,"[0.1231144592165947, 0.056669704616069794, 0.13723325729370117, 0.4709017872810364, 0.09483012557029724, 0.6426434516906738, 0.5551864504814148, 0.0, 0.24065421521663666, 0.0, 0.16828173398971558, 0.24934270977973938, 0.09449392557144165, 0.035451117902994156, 0.014765923842787743, 0.017453305423259735, 0.18028566241264343, 0.23377224802970886, 0.09494302421808243, 0.17135116457939148]"
281,"[0.49895811080932617, 0.002000431763008237, 0.227000892162323, 0.04427260160446167, 0.04598065838217735, 0.1332463175058365, 0.1243162602186203, 0.004143434576690197, 0.1080000251531601, 0.21763446927070618, 0.17041470110416412, 0.6735577583312988, 0.4105207622051239, 0.05305369198322296, 0.0, 0.21223528683185577, 0.0, 0.26910045742988586, 0.1643393486738205, 0.08034121245145798]"
291,"[0.0, 0.0, 0.3189230263233185, 0.0, 0.0, 0.0, 0.028672272339463234, 0.0, 0.0, 0.0, 0.357528418302536, 0.6438800692558289, 0.012264551594853401, 0.0, 0.0, 0.010259591974318027, 0.0, 0.0, 0.0021246112883090973, 0.0]"
301,"[0.0, 0.0, 0.6176285147666931, 0.0, 0.0, 0.0, 0.06115531176328659, 0.14858117699623108, 0.0, 0.05479130521416664, 0.03351714089512825, 0.018572073429822922, 0.0, 0.008818739093840122, 0.6416029930114746, 0.20719824731349945, 0.0, 0.10943853110074997, 0.0, 0.0]"
311,"[0.0, 0.0, 0.0, 0.04944286122918129, 0.022200392559170723, 0.0, 0.0, 0.09650848060846329, 0.0, 0.0, 0.1904335767030716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13565346598625183, 0.0]"
321,"[0.15981744229793549, 0.0, 0.251364529132843, 0.0, 0.0, 0.0, 0.22248826920986176, 0.0, 0.0, 0.5800262093544006, 0.2151806801557541, 0.5371226072311401, 0.0, 0.016306603327393532, 0.0, 0.0, 0.0, 0.08851228654384613, 0.0, 0.09797780960798264]"
331,"[0.7757608294487, 0.11433152854442596, 0.16446028649806976, 0.18696656823158264, 0.2581336200237274, 0.3245132863521576, 0.12181170284748077, 0.12251430004835129, 0.17758379876613617, 0.21165810525417328, 0.07735314220190048, 0.3609645366668701, 0.36761319637298584, 0.0919075533747673, 0.12900841236114502, 0.24008488655090332, 0.31308019161224365, 0.22829768061637878, 0.09318989515304565, 0.36037731170654297]"
341,"[0.0, 0.0, 0.0044763642363250256, 0.1646501123905182, 0.09933942556381226, 0.4015355408191681, 0.10730987042188644, 0.0, 0.19862449169158936, 0.0, 0.46474194526672363, 0.4352852702140808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3241386115550995, 0.1562870293855667]"
351,"[0.0, 0.04325881600379944, 0.347950279712677, 0.0519348680973053, 0.20322515070438385, 0.053307417780160904, 0.04164265841245651, 0.1573277711868286, 0.26434674859046936, 0.08243249356746674, 0.15088532865047455, 0.3002176582813263, 0.17479191720485687, 0.012524880468845367, 0.0052466061897575855, 0.7791102528572083, 0.0, 0.049008045345544815, 0.2723717987537384, 0.0]"
361,"[0.06494458019733429, 0.1744961440563202, 0.22579073905944824, 0.11972187459468842, 0.06462754309177399, 0.1216505691409111, 0.15595674514770508, 0.05038294941186905, 0.11453890800476074, 0.08125162869691849, 0.1501983106136322, 0.6128202676773071, 0.6391881108283997, 0.0967579036951065, 0.027936581522226334, 0.3401974141597748, 0.43380212783813477, 0.20338688790798187, 0.20759595930576324, 0.08466769009828568]"
371,"[0.33442050218582153, 0.077013298869133, 0.17418333888053894, 0.12133283913135529, 0.4094755947589874, 0.24810504913330078, 0.12832830846309662, 0.15902972221374512, 0.13438551127910614, 0.06757685542106628, 0.10660328716039658, 0.4459895193576813, 0.24105264246463776, 0.4405406415462494, 0.10885829478502274, 0.19799044728279114, 0.22221191227436066, 0.36490190029144287, 0.09168505668640137, 0.5775179862976074]"
381,"[0.0, 0.03288814425468445, 0.21150165796279907, 0.060967326164245605, 0.0, 0.0, 0.013767962343990803, 0.2564407289028168, 0.8104850649833679, 0.0, 0.20131553709506989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
391,"[0.0, 0.0, 0.0, 0.0, 0.09821055829524994, 0.0, 0.027170682325959206, 0.0, 0.0, 0.0, 0.22807760536670685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4462807774543762, 0.03544210270047188]"
401,"[0.0, 0.04190819337964058, 0.03161277621984482, 0.14379388093948364, 0.01848616823554039, 0.03173829987645149, 0.013097576797008514, 0.032869815826416016, 0.0, 0.048104990273714066, 0.08381908386945724, 0.0, 0.25907984375953674, 0.0, 0.0, 0.14343707263469696, 0.02757718227803707, 0.1771467626094818, 0.48559635877609253, 0.6372743248939514]"
411,"[0.0, 0.0, 0.18894535303115845, 0.0, 0.20718136429786682, 0.042952101677656174, 0.0, 0.0, 0.42738357186317444, 0.0, 0.22298277914524078, 0.004890162963420153, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10632729530334473, 0.0]"
421,"[0.0, 0.14955589175224304, 0.10530001670122147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21568045020103455, 0.0, 0.0, 0.0, 0.13315147161483765, 0.0, 0.0, 0.0, 0.13980725407600403, 0.0]"
431,"[0.0, 0.0, 0.2686304748058319, 0.0, 0.0, 0.0, 0.7749974727630615, 0.0, 0.19440524280071259, 0.0, 0.20964843034744263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
441,"[0.0, 0.0155310845002532, 0.3417072296142578, 0.0, 0.0, 0.0, 0.5652638673782349, 0.0, 0.16390638053417206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016751439543440938, 0.0, 0.0, 0.0, 0.0, 0.0]"
451,"[0.37060782313346863, 0.013458393514156342, 0.23018987476825714, 0.0, 0.0, 0.0, 0.10523860901594162, 0.11455852538347244, 0.4019691050052643, 0.7195106148719788, 0.10876473784446716, 0.12388713657855988, 0.0, 0.0046503134071826935, 0.0, 0.29314205050468445, 0.0, 0.16850385069847107, 0.0, 0.044350314885377884]"
461,"[0.0, 0.0, 0.2515813708305359, 0.0, 0.0, 0.0, 0.016793346032500267, 0.0, 0.0, 0.0, 0.2615197002887726, 0.10603107511997223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
471,"[0.708099365234375, 0.10420787334442139, 0.16398420929908752, 0.16906991600990295, 0.13624215126037598, 0.4223748445510864, 0.4569690227508545, 0.017908520996570587, 0.1820153445005417, 0.1616487205028534, 0.13246062397956848, 0.35531318187713623, 0.16795703768730164, 0.03299323841929436, 0.07840912789106369, 0.13079342246055603, 0.1227472797036171, 0.22647501528263092, 0.09280265122652054, 0.13062255084514618]"
481,"[0.0, 0.0, 0.45347166061401367, 0.0, 0.0, 0.0, 0.1808006316423416, 0.0, 0.0, 0.7433772087097168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.032990533858537674, 0.0, 0.0522247813642025, 0.0, 0.09734524041414261]"
491,"[0.14453762769699097, 0.0, 0.26363062858581543, 0.0, 0.0, 0.0, 0.16842417418956757, 0.0, 0.019868113100528717, 0.4728638827800751, 0.2358580380678177, 0.4760856330394745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
501,"[0.06171795725822449, 0.09063994884490967, 0.2583352327346802, 0.07977370172739029, 0.16404590010643005, 0.25877058506011963, 0.20965170860290527, 0.011969021521508694, 0.1763077825307846, 0.030135972425341606, 0.10763725638389587, 0.43450644612312317, 0.6666278839111328, 0.0, 0.0, 0.29110169410705566, 0.14135710895061493, 0.19443733990192413, 0.09503737837076187, 0.21075084805488586]"
511,"[0.0, 0.0001906851539388299, 0.1587444692850113, 0.0, 0.0, 0.0, 0.6003508567810059, 0.008348796516656876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
521,"[0.0, 0.0, 0.35380983352661133, 0.0, 0.06292294710874557, 0.0, 0.0, 0.10663356631994247, 0.0, 0.0, 0.32389864325523376, 0.040641505271196365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.591227650642395, 0.0, 0.0]"
531,"[0.0, 0.0, 0.0, 0.28717902302742004, 0.06002793461084366, 0.43910616636276245, 0.0, 0.0, 0.0, 0.0, 0.4459523856639862, 0.04294770583510399, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5213901400566101, 0.05444398894906044, 0.0]"
541,"[0.4365546703338623, 0.0, 0.019465943798422813, 0.1294524371623993, 0.0, 0.2515251338481903, 0.11839374899864197, 0.0, 0.0, 0.19883690774440765, 0.42874717712402344, 0.2953281104564667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1168418824672699, 0.0, 0.0]"
551,"[0.0, 0.007532462943345308, 0.4639756381511688, 0.0, 0.004032213240861893, 0.0, 0.8312053680419922, 0.09054703265428543, 0.31561315059661865, 0.03688712790608406, 0.04243427887558937, 0.0, 0.0, 0.00425456278026104, 0.009828263893723488, 0.05354103818535805, 0.0, 0.0, 0.04469134286046028, 0.01837226375937462]"
561,"[0.13925568759441376, 0.007466875482350588, 0.1854456216096878, 0.0, 0.024434275925159454, 0.0, 0.11276660114526749, 0.0719321072101593, 0.14963701367378235, 0.5214701294898987, 0.08091147989034653, 0.06669563800096512, 0.0, 0.7982226014137268, 0.0, 0.19874228537082672, 0.0, 0.16666734218597412, 0.023108774796128273, 0.10597501695156097]"
571,"[0.1658366322517395, 0.004220951348543167, 0.2857441306114197, 0.0, 0.0, 0.0, 0.13678033649921417, 0.11711209267377853, 0.2734987139701843, 0.6910150647163391, 0.14334045350551605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025370074436068535, 0.0, 0.0]"
581,"[0.6170567274093628, 0.1916959136724472, 0.1337587684392929, 0.08817324787378311, 0.4304603934288025, 0.29044830799102783, 0.109122134745121, 0.14555659890174866, 0.38305264711380005, 0.30842292308807373, 0.051681652665138245, 0.1607445478439331, 0.19944548606872559, 0.10632061958312988, 0.2057756930589676, 0.27568262815475464, 0.664239227771759, 0.11123254895210266, 0.12576904892921448, 0.12382955104112625]"
591,"[0.0, 0.019808271899819374, 0.6842104196548462, 0.0, 0.04581537842750549, 0.0, 0.007309545297175646, 0.12571470439434052, 0.0, 0.00198884098790586, 0.12929196655750275, 0.04076371714472771, 0.0, 0.0, 0.0, 0.5199264883995056, 0.0, 0.08982495218515396, 0.0, 0.0]"
601,"[0.0, 0.09473136812448502, 0.10292701423168182, 0.0, 0.3722793757915497, 0.12751443684101105, 0.053294725716114044, 0.0, 0.3075712025165558, 0.0, 0.2877786159515381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008614592254161835, 0.0, 0.6562889218330383, 0.0]"
611,"[0.0, 0.0, 0.3110399544239044, 0.0, 0.0, 0.0, 0.0, 0.07577893137931824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07887941598892212, 0.0]"
