movie_id,movie_title,movie_genres,poster_url
2970,Fitzcarraldo (1982),"1, 7",https://image.tmdb.org/t/p/w500/oBCnYEKcg1rMhr5JjDnrRpilvDd.jpg
835,Foxfire (1996),7,https://image.tmdb.org/t/p/w500/hcpH4mxZSixw6lCaJED8eq9AQ1T.jpg
377,Speed (1994),"0, 14, 16",https://image.tmdb.org/t/p/w500/82PkCE4R95KhHICUDF7G4Ly2z3l.jpg
1959,Out of Africa (1985),"7, 14",https://image.tmdb.org/t/p/w500/6oMKqh08TfxmvnoFR4mm1wZB67P.jpg
2009,Soylent Green (1973),"15, 16",https://image.tmdb.org/t/p/w500/5nbkShkOEXUoKVhaX0XG41wyBkq.jpg
1689,"Man Who Knew Too Little, The (1997)","4, 13",https://image.tmdb.org/t/p/w500/yVlIZa0u6CTN5LudxGX77Fk46iz.jpg
3600,Blue Hawaii (1961),"4, 12",https://image.tmdb.org/t/p/w500/4kYgVtcCdeeZh40jiFlnYQF3RUv.jpg
3341,Born Yesterday (1950),4,https://image.tmdb.org/t/p/w500/dUANBUEbVprsyEzRPe1mQFACr3n.jpg
1148,"Wrong Trousers, The (1993)","2, 4",https://image.tmdb.org/t/p/w500/mV8SDTjkxrDxu0a0egvFz1lRPU7.jpg
3932,"Invisible Man, The (1933)","10, 15",https://image.tmdb.org/t/p/w500/xR2DDwnOSbnUsfI7deRWusmtrdA.jpg
500,Mrs. Doubtfire (1993),4,https://image.tmdb.org/t/p/w500/shHrSmXS5140o6sQzgzXxn3KqSm.jpg
224,Don Juan DeMarco (1995),"4, 7, 14",https://image.tmdb.org/t/p/w500/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg
1304,Butch Cassidy and the Sundance Kid (1969),"0, 4, 19",https://image.tmdb.org/t/p/w500/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg
1101,Top Gun (1986),"0, 14",https://image.tmdb.org/t/p/w500/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg
2794,European Vacation (1985),4,https://image.tmdb.org/t/p/w500/4IwFj1UWyZlMf8es2URyv6HWxMx.jpg
2746,Little Shop of Horrors (1986),"4, 10, 12",https://image.tmdb.org/t/p/w500/iKkbN17OmFosaW6asCNZTTsyvpu.jpg
1822,Meet the Deedles (1998),"3, 4",https://image.tmdb.org/t/p/w500/fJw73MvTkSdYloesTQSS1zi3IsL.jpg
1356,Star Trek: First Contact (1996),"0, 1, 15",https://image.tmdb.org/t/p/w500/iqhHe893Vcf07jNkNQ31tu85dKG.jpg
2729,Lolita (1962),7,https://image.tmdb.org/t/p/w500/8Puqbeh0D95DpXFWep1rmH78btu.jpg
2829,"Muse, The (1999)","4, 7",https://image.tmdb.org/t/p/w500/gmnHlJj1To7112PxZLehuwT9CaP.jpg
2010,Metropolis (1926),15,https://image.tmdb.org/t/p/w500/vZIJxGnjcswPCAa52jhbl01FQkV.jpg
1032,Alice in Wonderland (1951),"2, 3, 12",https://image.tmdb.org/t/p/w500/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg
911,Charade (1963),"4, 13, 14, 16",https://image.tmdb.org/t/p/w500/qqaPjC5FQidtKY65jbAKZPiOTaS.jpg
3638,Moonraker (1979),"0, 14, 15",https://image.tmdb.org/t/p/w500/6LrJdXNmu5uHOVALZxVYd44Lva0.jpg
3740,Big Trouble in Little China (1986),"0, 4",https://image.tmdb.org/t/p/w500/aeGy6SZua7eFXEZP9zAvrLkkbI2.jpg
3619,"Hollywood Knights, The (1980)",4,https://image.tmdb.org/t/p/w500/nKTXjzFW52n61rlXT80MGIcnEG4.jpg
1125,"Return of the Pink Panther, The (1974)",4,https://image.tmdb.org/t/p/w500/cDi6lHXmY12SxtjcP6IdK7mB3W1.jpg
1250,"Bridge on the River Kwai, The (1957)","7, 18",https://image.tmdb.org/t/p/w500/7paXMt2e3Tr5dLmEZOGgFEn2Vo7.jpg
105,"Bridges of Madison County, The (1995)","7, 14",https://image.tmdb.org/t/p/w500/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg
2633,"Mummy, The (1932)","10, 14",https://image.tmdb.org/t/p/w500/rhk41QzLibidKUBE9KbWlW5z1Wf.jpg
1265,Groundhog Day (1993),"4, 14",https://image.tmdb.org/t/p/w500/gCgt1WARPZaXnq523ySQEUKinCs.jpg
2395,Rushmore (1998),4,https://image.tmdb.org/t/p/w500/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg
1590,Event Horizon (1997),"0, 13, 15, 16",https://image.tmdb.org/t/p/w500/cHoeg3gAD5w63Et5DImY1Jb7HaO.jpg
3594,Center Stage (2000),7,https://image.tmdb.org/t/p/w500/95Et0t08Nv6S8FD593HpXyvcRt8.jpg
1647,Playing God (1997),"5, 16",https://image.tmdb.org/t/p/w500/5eXtK7BQMAYVktjVf78s0scMTdX.jpg
1339,Bram Stoker's Dracula (1992),"10, 14",https://image.tmdb.org/t/p/w500/scFDS0U5uYAjcVTyjNc7GmcZw1q.jpg
955,Bringing Up Baby (1938),4,https://image.tmdb.org/t/p/w500/vTNNOtemaYmtx3k2NpsLMRJKEwZ.jpg
2014,Freaky Friday (1977),"3, 4",https://image.tmdb.org/t/p/w500/vQljMYQKVApQFXfTXKt9J8diVLG.jpg
973,Meet John Doe (1941),7,https://image.tmdb.org/t/p/w500/dnBZbFE2OGlTGNGBVTn6t83tJtd.jpg
541,Blade Runner (1982),"9, 15",https://image.tmdb.org/t/p/w500/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg
1468,Booty Call (1997),"4, 14",https://image.tmdb.org/t/p/w500/1pQpHVm3AXIwbBUnwGEQ0q95E0L.jpg
2202,Lifeboat (1944),"7, 16, 18",https://image.tmdb.org/t/p/w500/2QXpzBMJJtmH7JvVf0ZzENvgc1o.jpg
1057,Everyone Says I Love You (1996),"4, 12, 14",https://image.tmdb.org/t/p/w500/cFOZ4bNbWtnIIboc43M86yhwPBX.jpg
3072,Moonstruck (1987),4,https://image.tmdb.org/t/p/w500/2mnVWpvsHEHHnfvLn1NXYVvBGl5.jpg
1784,As Good As It Gets (1997),"4, 7",https://image.tmdb.org/t/p/w500/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg
2966,"Straight Story, The (1999)",7,https://image.tmdb.org/t/p/w500/tT9cMiVDdtlcdZxOoFy3VRmEoKk.jpg
3424,Do the Right Thing (1989),"4, 7",https://image.tmdb.org/t/p/w500/63rmSDPahrH7C1gEFYzRuIBAN9W.jpg
3755,"Perfect Storm, The (2000)","0, 1, 16",https://image.tmdb.org/t/p/w500/vJPoxqgpfFNbGi0HyoNsjFeLCio.jpg
1378,Young Guns (1988),"0, 4, 19",https://image.tmdb.org/t/p/w500/stvh1A3mj8NYyczE7RvwdtDRCo2.jpg
627,"Last Supper, The (1995)","7, 16",https://image.tmdb.org/t/p/w500/aRO7Oy3o6MAZbIiSFw4eYLY5qMp.jpg
3685,Prizzi's Honor (1985),"4, 7, 14",https://image.tmdb.org/t/p/w500/5azGfZXuUFYjYfz6etYOdlyLXwL.jpg
1025,"Sword in the Stone, The (1963)","2, 3",https://image.tmdb.org/t/p/w500/7lyeeuhGAJSNXYEW34S8mJ1bwI8.jpg
3441,Red Dawn (1984),"0, 18",https://image.tmdb.org/t/p/w500/vqO1yWqMubrQu4wkpHUETUo0mHy.jpg
2457,Running Scared (1986),"0, 4",https://image.tmdb.org/t/p/w500/wVlwZbwJlI5C33STslTyVNRGjg6.jpg
2474,"Color of Money, The (1986)",7,https://image.tmdb.org/t/p/w500/dVdnHmdQu3JtLAAksjTmTEF76gD.jpg
3618,Small Time Crooks (2000),4,https://image.tmdb.org/t/p/w500/eIJRFZFDmh0xXPlKt3WwN5fiSLe.jpg
258,"Kid in King Arthur's Court, A (1995)","1, 3, 4, 8, 14",https://image.tmdb.org/t/p/w500/zSHC86UvVmunIs9Pf6jRZ12J6Dx.jpg
2153,"Avengers, The (1998)","0, 1",https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg
1204,Lawrence of Arabia (1962),"1, 18",https://image.tmdb.org/t/p/w500/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg
3258,Death Becomes Her (1992),4,https://image.tmdb.org/t/p/w500/hXKmJZ7SUPlwgLbaKuk2FT9M5Gz.jpg
3363,American Graffiti (1973),"4, 7",https://image.tmdb.org/t/p/w500/zjoHTqwbXQkG7eX00Vno8NkvCKc.jpg
3798,What Lies Beneath (2000),16,https://image.tmdb.org/t/p/w500/2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg
2126,Snake Eyes (1998),"0, 5, 13, 16",https://image.tmdb.org/t/p/w500/kdcLZmZdEWeuqJ4ed68CL7Bcd2R.jpg
267,Major Payne (1994),4,https://image.tmdb.org/t/p/w500/kWHx5eq7PELkF3If7LrrhuBskRG.jpg
1998,Exorcist II: The Heretic (1977),10,https://image.tmdb.org/t/p/w500/g9i3LTMYLRHvCYSKimZEfd1Vqy7.jpg
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",4,https://image.tmdb.org/t/p/w500/v9niLQWVzVPB1cP1ThNdEaLZG1Q.jpg
2249,My Blue Heaven (1990),4,https://image.tmdb.org/t/p/w500/ggk34Nr1e8LOeAdVncuYz6pyYDe.jpg
60,"Indian in the Cupboard, The (1995)","1, 3, 8",https://image.tmdb.org/t/p/w500/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg
524,Rudy (1993),7,https://image.tmdb.org/t/p/w500/fAbfTCRpjHe2rprXBly55KL1dL9.jpg
3071,Stand and Deliver (1987),7,https://image.tmdb.org/t/p/w500/A9pfzwk02iNl6i9wyk8lNcBkvc.jpg
1848,"Borrowers, The (1997)","1, 3, 4, 8",https://image.tmdb.org/t/p/w500/kgaocWyuxihDe5aNqok6fORIHnY.jpg
204,Under Siege 2: Dark Territory (1995),0,https://image.tmdb.org/t/p/w500/gElwFCQTbSK5hdK0PVyia547nst.jpg
3494,True Grit (1969),"1, 19",https://image.tmdb.org/t/p/w500/tCrB8pcjadZjsDk7rleGJaIv78k.jpg
3807,Sinbad and the Eye of the Tiger (1977),"0, 1",https://image.tmdb.org/t/p/w500/kMP5bg26ac1FmNCamOC5WZece6N.jpg
1982,Halloween (1978),10,https://image.tmdb.org/t/p/w500/wijlZ3HaYMvlDTPqJoTCWKFkCPU.jpg
169,Free Willy 2: The Adventure Home (1995),"1, 3, 7",https://image.tmdb.org/t/p/w500/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg
393,Street Fighter (1994),0,https://image.tmdb.org/t/p/w500/d0WmVroW23YVFB4uLFUqfqiHsYr.jpg
3688,Porky's (1981),4,https://image.tmdb.org/t/p/w500/AqCOt1cWfKqCepxK7LIdT812idH.jpg
1127,"Abyss, The (1989)","0, 1, 15, 16",https://image.tmdb.org/t/p/w500/ta1B8QQ3pBRA0TG8wH0CfgG6vlp.jpg
183,Mute Witness (1994),16,https://image.tmdb.org/t/p/w500/2VFvSfnKFdZizuaonWbTmjAqD3.jpg
2944,"Dirty Dozen, The (1967)","0, 18",https://image.tmdb.org/t/p/w500/tFWWsuhp22zJ6OG6QepJIiPUfeF.jpg
1994,Poltergeist (1982),"10, 16",https://image.tmdb.org/t/p/w500/jBXupXZ7WEPUpkYFpkQsdipwBQn.jpg
1707,Home Alone 3 (1997),"3, 4",https://image.tmdb.org/t/p/w500/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg
2949,Dr. No (1962),0,https://image.tmdb.org/t/p/w500/9zCOLJmLNst0sCPZlkW1IRoH65E.jpg
2984,On Any Sunday (1971),6,https://image.tmdb.org/t/p/w500/5SXfbuEtAGFVAbY9uSPirfd8I8u.jpg
3549,Guys and Dolls (1955),12,https://image.tmdb.org/t/p/w500/mrSM6laJJLBVdMdWfeNRa1innnk.jpg
1983,Halloween II (1981),10,https://image.tmdb.org/t/p/w500/vSHPM4LQDpWdQrD5KZWK6wNqSOD.jpg
2401,Pale Rider (1985),19,https://image.tmdb.org/t/p/w500/kpAN5WnDEVWYzMDPkXHTbrDQuak.jpg
1623,Wishmaster (1997),10,https://image.tmdb.org/t/p/w500/t7rep7SCqiy4COUsq2cOcdQwzU0.jpg
444,Even Cowgirls Get the Blues (1993),"4, 14",https://image.tmdb.org/t/p/w500/20x8nm0nPXkYv04COAHFA2AHyAl.jpg
2262,About Last Night... (1986),"4, 7, 14",https://image.tmdb.org/t/p/w500/4CTXNbPVyvVaZVDh4U5AKRMIvSP.jpg
1357,Shine (1996),"7, 14",https://image.tmdb.org/t/p/w500/cbmThowj2XAW7lKlMAXmnhZvjGI.jpg
2692,Run Lola Run (Lola rennt) (1998),"0, 5, 14",https://image.tmdb.org/t/p/w500/u34YzbFvX067IvJX1ocI4JBvYPa.jpg
2770,Bowfinger (1999),4,https://image.tmdb.org/t/p/w500/iGuiFYEYwFkaRPl3FgLJYEm6dWq.jpg
1754,Fallen (1998),"0, 13, 16",https://image.tmdb.org/t/p/w500/usGCM7wiUQhijEwz39brIaoGlVa.jpg
753,"Month by the Lake, A (1995)","4, 7",https://image.tmdb.org/t/p/w500/cgoiGvNffe4tZC33x6RIQQiKIp9.jpg
246,Hoop Dreams (1994),6,https://image.tmdb.org/t/p/w500/gLzHl2XBtVwycl8DxdOXRHPm8G3.jpg
1927,All Quiet on the Western Front (1930),18,https://image.tmdb.org/t/p/w500/2IRjbi9cADuDMKmHdLK7LaqQDKA.jpg
3176,"Talented Mr. Ripley, The (1999)","7, 13, 16",https://image.tmdb.org/t/p/w500/6ojHgqtIR41O2qLKa7LFUVj0cZa.jpg
1958,Terms of Endearment (1983),"4, 7",https://image.tmdb.org/t/p/w500/l77DRjJuykqKMtD9GTK4YT7qKHW.jpg
3599,Anchors Aweigh (1945),"4, 12",https://image.tmdb.org/t/p/w500/sUWoYst249F6ctTXymuLktWEzmj.jpg
1957,Chariots of Fire (1981),7,https://image.tmdb.org/t/p/w500/qnRaum8k0HqGRml2i7OawFqUtEb.jpg
3409,Final Destination (2000),"7, 16",https://image.tmdb.org/t/p/w500/1mXhlQMnlfvJ2frxTjZSQNnA9Vp.jpg
412,"Age of Innocence, The (1993)",7,https://image.tmdb.org/t/p/w500/8FPPU6mGUzLRzmd5aFG1kK0CCQs.jpg
290,Once Were Warriors (1994),"5, 7",https://image.tmdb.org/t/p/w500/1nd4SsytVc96hy92g8NNVPD3mzf.jpg
2885,Guinevere (1999),"7, 14",https://image.tmdb.org/t/p/w500/1isgjzl3mwVoxlRd7sqJ7COzwZw.jpg
595,Beauty and the Beast (1991),"2, 3, 12",https://image.tmdb.org/t/p/w500/eupg5b3CIIbQSJrYa5GD7pNpj7M.jpg
1479,"Saint, The (1997)","0, 14, 16",https://image.tmdb.org/t/p/w500/eBMA4wyg59Jox7gXLOLsrpRjXJR.jpg
588,Aladdin (1992),"2, 3, 4, 12",https://image.tmdb.org/t/p/w500/eLFfl7vS8dkeG1hKp5mwbm37V83.jpg
3029,Nighthawks (1981),"0, 7",https://image.tmdb.org/t/p/w500/EuWOvbS7GdbXuYhRwFXgUGIRFd.jpg
1201,"Good, The Bad and The Ugly, The (1966)","0, 19",https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg
3301,"Whole Nine Yards, The (2000)","4, 5",https://image.tmdb.org/t/p/w500/rDV7ntPLY0ZDBT722Odsi80nFrn.jpg
1171,Bob Roberts (1992),4,https://image.tmdb.org/t/p/w500/j4PokuSIrmbN5oCR54D8kiI0U6a.jpg
3259,Far and Away (1992),"7, 14",https://image.tmdb.org/t/p/w500/wE4NqJosSPjiyqStBEv67mQbR1b.jpg
1370,Die Hard 2 (1990),"0, 16",https://image.tmdb.org/t/p/w500/lDFO7D4MdbhjOwaPwe18QG69Rt0.jpg
1200,Aliens (1986),"0, 15, 16, 18",https://image.tmdb.org/t/p/w500/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg
3745,Titan A.E. (2000),"1, 2, 15",https://image.tmdb.org/t/p/w500/el2iHk3LTJWfEnwrvcRkvWY501G.jpg
2414,Young Sherlock Holmes (1985),"0, 1, 13",https://image.tmdb.org/t/p/w500/aOxVYvQoAfNSns4hW5Ah55GBzgq.jpg
1217,Ran (1985),"7, 18",https://image.tmdb.org/t/p/w500/FepaiApo8Yr6pNIZIeYG5kW06J.jpg
348,Bullets Over Broadway (1994),4,https://image.tmdb.org/t/p/w500/mY9D1oCLeDKNMdUO8EV7MoCZ3up.jpg
1307,When Harry Met Sally... (1989),"4, 14",https://image.tmdb.org/t/p/w500/rFOiFUhTMtDetqCGClC9PIgnC1P.jpg
3699,Starman (1984),"1, 7, 14, 15",https://image.tmdb.org/t/p/w500/A8tN4sMLLch4PcXSKyndIh4iNY7.jpg
1912,Out of Sight (1998),"0, 5, 14",https://image.tmdb.org/t/p/w500/v49q7AMR3pB4M762woWB1NYMCLF.jpg
3174,Man on the Moon (1999),"4, 7",https://image.tmdb.org/t/p/w500/msOZS07xRIFnapwp3fprGbKEAfT.jpg
2353,Enemy of the State (1998),"0, 16",https://image.tmdb.org/t/p/w500/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg
2694,Big Daddy (1999),4,https://image.tmdb.org/t/p/w500/m0KrgL5uGJRGyGG7LBkyKrqxB8q.jpg
2617,"Mummy, The (1999)","0, 1, 10, 16",https://image.tmdb.org/t/p/w500/rhk41QzLibidKUBE9KbWlW5z1Wf.jpg
3649,American Gigolo (1980),7,https://image.tmdb.org/t/p/w500/igXGCwti23PHOjLKQX6eGIGzQiJ.jpg
1644,I Know What You Did Last Summer (1997),"10, 13, 16",https://image.tmdb.org/t/p/w500/aYcLakDaAJtu2HtVvOXNx8inNlK.jpg
3587,Inferno (1980),10,https://image.tmdb.org/t/p/w500/2jND5Ez8I1gcWvF0XCWXkcm2SIS.jpg
2135,Doctor Dolittle (1967),"1, 12",https://image.tmdb.org/t/p/w500/rViuZo27U8wcZHGuRliv9LfmhjV.jpg
2870,Barefoot in the Park (1967),4,https://image.tmdb.org/t/p/w500/qh64tAOmbQNoYMLTETkhmBQgSbu.jpg
920,Gone with the Wind (1939),"7, 14, 18",https://image.tmdb.org/t/p/w500/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg
1683,"Wings of the Dove, The (1997)","7, 14, 16",https://image.tmdb.org/t/p/w500/2DEAGoLQqFSTt11mnugjXlL4Wbh.jpg
1222,Full Metal Jacket (1987),"0, 7, 18",https://image.tmdb.org/t/p/w500/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg
533,"Shadow, The (1994)",0,https://image.tmdb.org/t/p/w500/mCdT4GCPLDvgc1WNZDM3HKboAqg.jpg
3706,Angel Heart (1987),"9, 13, 16",https://image.tmdb.org/t/p/w500/h5v3wjJQNB7q2RntEnKDLhKtTFE.jpg
2469,Peggy Sue Got Married (1986),"4, 14",https://image.tmdb.org/t/p/w500/tfuQcvQmURiMqB2VPwytU3cPpEm.jpg
2352,"Big Chill, The (1983)","4, 7",https://image.tmdb.org/t/p/w500/rU8kjMEL5Mn0EWm3gOShPHBEZ4l.jpg
1333,"Birds, The (1963)",10,https://image.tmdb.org/t/p/w500/6V8NqT6n831trjCVa8ebINAPa9Q.jpg
2091,Return from Witch Mountain (1978),"3, 15",https://image.tmdb.org/t/p/w500/47IiUhKdFWuvxcPIAEUC0vJ2h1K.jpg
3452,Romeo Must Die (2000),"0, 14",https://image.tmdb.org/t/p/w500/zKrnaTWW63y4Q1XLrdZQyQmcRWd.jpg
2160,Rosemary's Baby (1968),"10, 16",https://image.tmdb.org/t/p/w500/nclYFGpVzfbiORO5ELVVdxzt9Vg.jpg
2107,Halloween: H20 (1998),"10, 16",https://image.tmdb.org/t/p/w500/lqLXUm3oK59sGJKRH2Zjj2m3iMg.jpg
3040,Meatballs (1979),4,https://image.tmdb.org/t/p/w500/eMU2jbtN9GEB2qPuzyA88XdOcCq.jpg
145,Bad Boys (1995),0,https://image.tmdb.org/t/p/w500/mjDuFfwGFB1G3VRXE4s3dEemdaU.jpg
86,White Squall (1996),"1, 7",https://image.tmdb.org/t/p/w500/muhTVa52IufjTaqNseXFQUAEuyG.jpg
1965,Repo Man (1984),"4, 15",https://image.tmdb.org/t/p/w500/bjuu5UceuVUNUjnOC2fBzL3hZKC.jpg
1096,Sophie's Choice (1982),7,https://image.tmdb.org/t/p/w500/rZDPbPTFwuKgr5b9jixGFNYkGYt.jpg
1243,Rosencrantz and Guildenstern Are Dead (1990),"4, 7",https://image.tmdb.org/t/p/w500/6RI9sYpRxIdqlmsF6kBOiF7Bxug.jpg
3036,Quest for Fire (1981),1,https://image.tmdb.org/t/p/w500/tyzW1M00xfHKNtmTlT6wJ3F4pNr.jpg
2357,Central Station (Central do Brasil) (1998),7,https://image.tmdb.org/t/p/w500/5osZDDs0LN5bC8QFUqU3o3mM7XG.jpg
414,"Air Up There, The (1994)",4,https://image.tmdb.org/t/p/w500/lY1yhtg0DRaMTzclYCXo0sP1kAV.jpg
3457,Waking the Dead (1999),7,https://image.tmdb.org/t/p/w500/nI9p0VepexRr87zAzYsuQIVw5xW.jpg
2883,Mumford (1999),4,https://image.tmdb.org/t/p/w500/a2uqenG3BZICDrcrr49IZwoHA8Y.jpg
2743,Native Son (1986),7,https://image.tmdb.org/t/p/w500/vVF6CnjXLqAjK2crI1ielma18TW.jpg
3512,Return to Me (2000),"7, 14",https://image.tmdb.org/t/p/w500/mtYZyZh7hSiTq3gAU0C8FlcMC5.jpg
1244,Manhattan (1979),"4, 7, 14",https://image.tmdb.org/t/p/w500/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg
1014,Pollyanna (1960),"3, 4, 7",https://image.tmdb.org/t/p/w500/9lWkRXg35SjUZXLr10ez8DERvRv.jpg
2398,Miracle on 34th Street (1947),7,https://image.tmdb.org/t/p/w500/ldY9TlE5kwQNUrcDoGB8Jufuswy.jpg
3489,Hook (1991),"1, 8",https://image.tmdb.org/t/p/w500/a6rB1lGXoGms7gWxRfJneQmAjNV.jpg
2139,"Secret of NIMH, The (1982)","2, 3",https://image.tmdb.org/t/p/w500/prNrnOKlkV9wl5Sl3zwHu1f3t2z.jpg
1517,Austin Powers: International Man of Mystery (1997),4,https://image.tmdb.org/t/p/w500/cCrwSLofFvxIKxiM7m0l2s1uKt2.jpg
1211,Wings of Desire (Der Himmel über Berlin) (1987),"4, 7, 14",https://image.tmdb.org/t/p/w500/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg
1441,Benny & Joon (1993),"4, 14",https://image.tmdb.org/t/p/w500/7g7qYdUN9wDXJGIOj6U67RPIBHO.jpg
1952,Midnight Cowboy (1969),7,https://image.tmdb.org/t/p/w500/f7YLzOxwWzeEdo7RhAlPSBTYa8.jpg
3893,Nurse Betty (2000),"4, 16",https://image.tmdb.org/t/p/w500/1OCHR9z9k7go669AsShOkTj4CFb.jpg
368,Maverick (1994),"0, 4, 19",https://image.tmdb.org/t/p/w500/mTVbGGi5PIexmxVzeyFd2RYKwfM.jpg
2068,Fanny and Alexander (1982),7,https://image.tmdb.org/t/p/w500/q8jlA3Wc1Z987hNKRFA44g5OugC.jpg
3911,Best in Show (2000),4,https://image.tmdb.org/t/p/w500/qkYBCMN26SxkQww4gLxUXQm5vr4.jpg
3224,Woman in the Dunes (Suna no onna) (1964),7,https://image.tmdb.org/t/p/w500/f0JpsMQ9oEjKBD66Ky3qK3z7LGT.jpg
17,Sense and Sensibility (1995),"7, 14",https://image.tmdb.org/t/p/w500/9pGmTVv1S0WQkFeaFaDZKU0zyr8.jpg
2021,Dune (1984),"8, 15",https://image.tmdb.org/t/p/w500/d5NXSklXo0qyIYkgV94XAgMIckC.jpg
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",10,https://image.tmdb.org/t/p/w500/jDW2C77QNMQe6Lp2jeqAQXe2uaX.jpg
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),"0, 4, 5, 7",https://image.tmdb.org/t/p/w500/uRVI98a6MxdLkpsXM8LqIM9W7XZ.jpg
2600,eXistenZ (1999),"0, 15, 16",https://image.tmdb.org/t/p/w500/kETKF0JhdTPn1knci8CAdYL0d79.jpg
3643,"Fighting Seabees, The (1944)","0, 7, 18",https://image.tmdb.org/t/p/w500/pfqahIjSJ8XkU1Pta2z9M9PuIJY.jpg
3150,"War Zone, The (1999)",7,https://image.tmdb.org/t/p/w500/k8ihC4NmbiIShEh2Q3ZUcHQeRQt.jpg
910,Some Like It Hot (1959),"4, 5",https://image.tmdb.org/t/p/w500/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg
1223,"Grand Day Out, A (1992)","2, 4",https://image.tmdb.org/t/p/w500/h5e3r12VwfUotN36fBr1DNeCD4n.jpg
2016,"Apple Dumpling Gang Rides Again, The (1979)","3, 4, 19",https://image.tmdb.org/t/p/w500/pJwCIju0MVjDMlsgx6RWXpe7ks9.jpg
1631,"Assignment, The (1997)",16,https://image.tmdb.org/t/p/w500/3wx83iGCATiIAyrZHI6AeeNfiAT.jpg
357,Four Weddings and a Funeral (1994),"4, 14",https://image.tmdb.org/t/p/w500/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg
2340,Meet Joe Black (1998),14,https://image.tmdb.org/t/p/w500/fDPAjvfPMomkKF7cMRmL5Anak61.jpg
743,Spy Hard (1996),4,https://image.tmdb.org/t/p/w500/yoegp9XEG4YCbJJKR0wvm0BGYpG.jpg
2381,Police Academy 4: Citizens on Patrol (1987),4,https://image.tmdb.org/t/p/w500/vvk5aWBJE3EqDX2ln6M4J4UiUXr.jpg
2123,All Dogs Go to Heaven (1989),"2, 3",https://image.tmdb.org/t/p/w500/nmWh1NglDinfkHD9zCNqGWyhl7Q.jpg
2006,"Mask of Zorro, The (1998)","0, 1, 14",https://image.tmdb.org/t/p/w500/bdMufwGDDzqu4kTSQwrKc5WR4bu.jpg
2109,"Jerk, The (1979)",4,https://image.tmdb.org/t/p/w500/iimMsIA5xrTMNoyaiXzJkH7QSh1.jpg
3076,Irma la Douce (1963),4,https://image.tmdb.org/t/p/w500/5TgL8ql6WwXWmX4EvBL4geJ7gx5.jpg
3480,Lucas (1986),7,https://image.tmdb.org/t/p/w500/idewOpLosMvt2S0sCzcqoHhY8zk.jpg
2248,Say Anything... (1989),"4, 7, 14",https://image.tmdb.org/t/p/w500/nkucKciFGSRalw6dJtsglWqOXMC.jpg
1089,Reservoir Dogs (1992),"5, 16",https://image.tmdb.org/t/p/w500/2GoaRQCMHdqwzCkfmDVlzREZlnL.jpg
2322,Soldier (1998),"0, 1, 15, 16, 18",https://image.tmdb.org/t/p/w500/rYy5m4nnjdlvB6dyGkP9ELZbUZz.jpg
950,"Thin Man, The (1934)",13,https://image.tmdb.org/t/p/w500/6cL89ok9t8xEKboOjOVga2W66jj.jpg
522,Romper Stomper (1992),"0, 7",https://image.tmdb.org/t/p/w500/urE3Jzl3zuz2XUmAq2rXubYn3SD.jpg
2312,Children of a Lesser God (1986),7,https://image.tmdb.org/t/p/w500/tWMuw7YWWDpD9Iv652vfKELPZPR.jpg
3053,"Messenger: The Story of Joan of Arc, The (1999)","7, 18",https://image.tmdb.org/t/p/w500/rIvZPfts3aD4b5nROAysnOtSzlX.jpg
761,"Phantom, The (1996)",1,https://image.tmdb.org/t/p/w500/8VnV9sJXbMPS1MRHAxsfl6zNP5C.jpg
3422,She's Gotta Have It (1986),"4, 14",https://image.tmdb.org/t/p/w500/qiJuXvPONqTSSnzhbCBqE7EotV.jpg
1769,"Replacement Killers, The (1998)","0, 16",https://image.tmdb.org/t/p/w500/5JAVd0lYhkB2dsDtt84Qt6grNIn.jpg
