id,features
2641,"[0.0, 0.0, 0.0, 0.0902542993426323, 0.0, 0.0, 0.0, 0.010176872834563255, 0.2980308532714844, 0.0, 0.0, 0.0, 0.0, 0.055434904992580414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2651,"[0.0, 0.0, 0.0, 0.04985811188817024, 0.0, 0.20339159667491913, 0.19546255469322205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28679919242858887, 0.0, 0.006753075867891312, 0.0, 0.11670219153165817, 0.0, 0.01730857975780964, 0.006279750727117062]"
2661,"[0.2667495012283325, 0.0, 0.0, 0.0, 0.0, 0.01365695707499981, 0.19103878736495972, 0.0, 0.005034781061112881, 0.0, 0.0, 0.026852130889892578, 0.0, 0.3200867176055908, 0.12590166926383972, 0.0, 0.1572170853614807, 0.0, 0.0, 0.5360979437828064]"
2671,"[0.0, 0.0, 0.0023508183658123016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012939678505063057, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011669520288705826, 0.0, 0.2604861855506897, 0.0, 0.7270799279212952]"
2681,"[0.3563074767589569, 0.0, 0.0, 0.30439460277557373, 0.09641078114509583, 0.22861787676811218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32993751764297485, 0.0, 0.019304078072309494, 0.1330365240573883, 0.04066753014922142, 0.043232571333646774, 0.1590927690267563]"
2691,"[0.10787633806467056, 0.0, 0.0, 0.00223123119212687, 0.0, 0.040004245936870575, 0.0, 0.0, 0.026514854282140732, 0.011820174753665924, 0.0, 0.0, 0.0, 0.010345923714339733, 0.261808842420578, 0.08445734530687332, 0.035546306520700455, 0.0, 0.0, 0.0]"
2701,"[0.16078594326972961, 0.023748351261019707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13356956839561462, 0.0, 0.0, 0.2081241011619568, 0.0, 0.0, 0.5665537118911743]"
2711,"[0.0, 0.0, 0.0576830729842186, 0.0, 0.0, 0.0, 0.021897757425904274, 0.0, 0.0, 0.0, 0.035379063338041306, 0.0, 0.0, 0.09084559977054596, 0.0, 0.09633103758096695, 0.04000363498926163, 0.072720468044281, 0.0, 0.013669558800756931]"
2721,"[0.0, 0.0, 0.01538544800132513, 0.15507709980010986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036117956042289734, 0.38588374853134155, 0.7117213606834412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2731,"[0.9181046485900879, 0.0, 0.0, 0.0, 0.0, 0.058580704033374786, 0.0, 0.0, 0.0, 0.06436944007873535, 0.0, 0.03693656250834465, 0.0, 0.04283325746655464, 0.015318277291953564, 0.0016270141350105405, 0.0565137080848217, 0.022997219115495682, 0.0, 0.16455654799938202]"
2741,"[0.07803312689065933, 0.06578253954648972, 0.0, 0.312190979719162, 0.0, 0.08245456218719482, 0.49077343940734863, 0.0, 0.0, 0.0, 0.047759972512722015, 0.1393974870443344, 0.3131943643093109, 0.3884274363517761, 0.0, 0.0, 0.1592748612165451, 0.0, 0.0, 0.19237267971038818]"
2751,"[0.2300954908132553, 0.0, 0.0, 0.0, 0.0, 0.012688471004366875, 0.02056076005101204, 0.0, 0.25382161140441895, 0.6859674453735352, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06700456142425537, 0.0, 0.060985956341028214, 0.0]"
2761,"[0.22008919715881348, 0.21097388863563538, 0.0, 0.1512368768453598, 0.018676085397601128, 0.11470837891101837, 0.0, 0.0028599535580724478, 0.2453654557466507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2536884844303131, 0.052419643849134445, 0.34974151849746704, 0.0, 0.021077774465084076, 0.24618354439735413]"
2771,"[0.09087153524160385, 0.18195323646068573, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006601904169656336, 0.0, 0.0, 0.5842828154563904, 0.0, 0.0, 0.0]"
2781,"[0.2880008816719055, 0.22403229773044586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06530958414077759, 0.0, 0.0, 0.24023088812828064, 0.0, 0.0, 0.0, 0.2498924434185028, 0.0, 0.0, 0.0]"
2791,"[0.12424178421497345, 0.23768652975559235, 0.625410258769989, 0.0, 0.05625468119978905, 0.11230688542127609, 0.5010923743247986, 0.03361612930893898, 0.6066322922706604, 0.33687809109687805, 0.13352791965007782, 0.46160441637039185, 0.04853703826665878, 0.11803383380174637, 0.1858346164226532, 0.193666473031044, 0.09947627037763596, 0.0, 0.11539576947689056, 0.12262140959501266]"
2801,"[0.0, 0.0, 0.0, 0.4497053325176239, 0.27780357003211975, 0.0, 0.0, 0.24007821083068848, 0.0, 0.0, 0.0, 0.0, 0.015017751604318619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047433800995349884, 0.0]"
2811,"[0.0, 0.09860972315073013, 0.0, 0.0, 0.5694757699966431, 0.0, 0.0, 0.0, 0.024289634078741074, 0.0003443649038672447, 0.04297850281000137, 0.0, 0.0, 0.0, 0.6774973273277283, 0.0, 0.004696221090853214, 0.0, 0.15543635189533234, 0.0]"
2821,"[0.07368847727775574, 0.0, 0.022683007642626762, 0.0, 0.21007713675498962, 0.0, 0.0, 0.32326996326446533, 0.5006424784660339, 0.01826424151659012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3470536172389984, 0.0, 0.0, 0.0, 0.0]"
2831,"[0.11203770339488983, 0.12342817336320877, 0.28252819180488586, 0.0, 0.4242710769176483, 0.0, 0.0, 0.22168126702308655, 0.0, 0.0, 0.005693061277270317, 0.37053146958351135, 0.06905955821275711, 0.1078069806098938, 0.08916804194450378, 0.3040465712547302, 0.13140353560447693, 0.25041770935058594, 0.0, 0.04438203200697899]"
2841,"[0.0, 0.31904566287994385, 0.0, 0.0, 0.0005719875916838646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12363087385892868, 0.0, 0.0, 0.25580084323883057, 0.15503349900245667, 0.0, 0.0, 0.0]"
2851,"[0.33006420731544495, 0.0, 0.00542887207120657, 0.0, 0.22083598375320435, 0.0, 0.0, 0.2916449010372162, 0.0, 0.5582563281059265, 0.0, 0.21388840675354004, 0.10419312864542007, 0.24812263250350952, 0.0, 0.254182368516922, 0.0013165348209440708, 0.0, 0.0, 0.07535681873559952]"
2861,"[0.0, 0.0, 0.0, 0.05989014729857445, 0.18322189152240753, 0.5022367238998413, 0.0, 0.0, 0.0, 0.0, 0.0125951012596488, 0.0053322808817029, 0.0, 0.0, 0.0, 0.0, 0.11368952691555023, 0.01149607915431261, 0.0, 0.0]"
2871,"[0.0, 0.0, 0.0, 0.0, 0.4697553813457489, 0.5755220651626587, 0.0, 0.0, 0.025625018402934074, 0.0, 0.02038702927529812, 0.190553680062294, 0.0, 0.0, 0.0, 0.0, 0.10629068315029144, 0.0, 0.031309809535741806, 0.0]"
2881,"[0.2272937148809433, 0.0248526930809021, 0.009597373194992542, 0.0, 0.0, 0.0, 8.642202737974003e-05, 0.0, 0.0, 0.03995909541845322, 0.0, 0.0, 0.0, 0.9203739166259766, 0.0256387609988451, 0.0, 0.05791012570261955, 0.0, 0.0, 0.17638996243476868]"
2891,"[0.010443522594869137, 0.06250081956386566, 0.0, 0.0, 0.0, 0.13081398606300354, 0.5185895562171936, 0.0, 0.13866059482097626, 0.0, 0.0, 0.0, 0.06639526039361954, 0.0, 0.5685425996780396, 0.0, 0.3594387173652649, 0.0, 0.012169578112661839, 0.05694245919585228]"
2901,"[0.23355209827423096, 0.0874418243765831, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40866217017173767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4345725476741791]"
2911,"[0.08778584748506546, 0.389264851808548, 0.0, 0.0, 0.20046891272068024, 0.0, 0.0, 0.2786635160446167, 0.156630739569664, 0.05514224246144295, 0.0, 0.0, 0.0, 0.0005749956471845508, 0.26254406571388245, 0.23706470429897308, 0.14012511074543, 0.0, 0.0, 0.0017393101006746292]"
2921,"[0.0, 0.12178679555654526, 0.015508916229009628, 0.0, 0.0, 0.0, 0.0348067581653595, 0.0, 0.022060366347432137, 0.006265820935368538, 0.0, 0.0, 0.0, 0.0, 1.1610167026519775, 0.0, 0.0, 0.0, 0.0, 0.003646082477644086]"
2931,"[0.028940925374627113, 0.0, 0.5300220847129822, 0.0, 0.198380708694458, 0.0, 0.0, 0.5028042197227478, 0.1404792070388794, 0.0066387951374053955, 0.040899887681007385, 0.46024176478385925, 0.12038950622081757, 0.0, 0.0, 0.33451589941978455, 0.029821323230862617, 0.0, 0.0, 0.0]"
2941,"[0.14638321101665497, 0.2860558331012726, 0.0, 0.0, 0.0, 0.0, 0.004331416916102171, 0.0, 0.05275474861264229, 0.04831205680966377, 0.0, 0.068112313747406, 0.0, 0.04239298403263092, 0.1877780556678772, 0.03212053328752518, 0.03035043179988861, 0.019480975344777107, 0.0, 0.01389293372631073]"
2951,"[0.22892829775810242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01117237750440836, 0.0, 0.0, 0.631875216960907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5079689025878906]"
2961,"[0.2904837131500244, 0.0, 0.0, 0.01579299196600914, 0.0, 0.15017558634281158, 0.0, 0.0, 0.17110025882720947, 0.007955005392432213, 0.0, 0.07133202999830246, 0.0, 0.4393189251422882, 0.0, 0.05721775069832802, 0.3314330279827118, 0.0, 0.0, 0.33639708161354065]"
2971,"[0.0, 0.058300454169511795, 0.0, 0.02790679596364498, 0.03751514479517937, 0.0, 0.0, 0.0166015662252903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9044998288154602, 0.0, 0.035066407173871994, 0.0, 0.0, 0.022945698350667953]"
2981,"[0.371721476316452, 0.0, 0.0, 0.0, 0.1505092978477478, 0.0, 0.0, 0.08327868580818176, 0.2048293948173523, 0.12093587219715118, 0.0, 0.0, 0.06391791254281998, 0.005724108777940273, 0.0, 0.2461318075656891, 0.23899823427200317, 0.0, 0.16254164278507233, 0.32414495944976807]"
2991,"[0.4906163811683655, 0.014072490856051445, 0.0, 0.0, 0.0, 0.2767878472805023, 0.0, 0.0, 0.0, 0.20050977170467377, 0.12464213371276855, 0.14224356412887573, 0.13025060296058655, 0.08427448570728302, 0.0, 0.033884163945913315, 0.2904907763004303, 0.27907809615135193, 0.0, 0.11502311378717422]"
3001,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005329893436282873, 0.0, 0.014036054722964764, 0.027861110866069794, 0.0, 0.0, 0.0, 0.0, 0.5810357332229614, 0.0, 0.0, 0.0, 0.0, 0.0]"
3011,"[0.1049080491065979, 0.05572589486837387, 0.0, 0.0, 0.09258396178483963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09451485425233841, 0.05968156084418297, 0.083782859146595, 0.4386874735355377, 0.0, 0.0, 0.0]"
3021,"[0.10784291476011276, 0.4785231947898865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03705333545804024, 0.0, 0.0, 0.12188681960105896, 0.0, 0.16289272904396057, 0.0644480437040329, 0.29111620783805847, 0.0, 0.0, 0.05896090343594551]"
3031,"[0.0, 0.069854237139225, 0.06415211409330368, 0.0, 0.0, 0.0, 0.0, 0.23516115546226501, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1616695523262024, 0.6129977703094482, 0.0, 0.0, 0.4542411267757416, 0.0]"
3041,"[0.11059758067131042, 0.07953350991010666, 0.0, 0.0631272941827774, 0.2963894307613373, 0.319913387298584, 0.0, 0.0, 0.06293269246816635, 0.0, 0.0, 0.05284982547163963, 0.5882353782653809, 0.0, 0.04962529242038727, 0.0740438774228096, 0.243940532207489, 0.001344379154033959, 0.27671125531196594, 0.2920132279396057]"
3051,"[0.10214231163263321, 0.0013508143601939082, 0.0, 0.3559454679489136, 0.17578645050525665, 0.25728732347488403, 0.15028975903987885, 0.0, 0.22376103699207306, 0.0, 0.0, 0.0, 0.2169364094734192, 0.0, 0.043632712215185165, 0.07525017112493515, 0.2487664520740509, 0.0, 0.4479929804801941, 0.2810562551021576]"
3061,"[0.0, 0.0, 0.0, 0.005174620542675257, 0.1930195540189743, 0.0158560611307621, 0.0, 0.0, 0.12129624933004379, 0.0, 0.0, 0.0, 0.1726783663034439, 0.0, 0.009781130589544773, 0.013771431520581245, 0.2981473207473755, 0.0, 0.3025742769241333, 0.0]"
3071,"[0.0, 0.07509374618530273, 0.0, 0.004204006399959326, 0.0, 0.0, 0.007000794634222984, 0.0, 0.01903265155851841, 0.011844667606055737, 0.0, 0.0, 0.0, 0.0, 1.1481380462646484, 0.02888178639113903, 0.0, 0.0019664866849780083, 0.0285168569535017, 0.07073362171649933]"
3081,"[0.0, 0.23339048027992249, 0.0, 0.0, 0.37251612544059753, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02502785436809063, 0.0, 0.0, 0.4202612638473511, 0.0, 0.16239722073078156, 0.0]"
3091,"[0.26493921875953674, 0.0, 0.0, 0.006855189800262451, 0.0, 0.07682959735393524, 0.004366553854197264, 0.0, 0.0, 0.0, 0.0, 0.05324670299887657, 0.16631489992141724, 0.19136691093444824, 0.0, 0.0, 0.1920286864042282, 0.3558231592178345, 0.0, 0.040278274565935135]"
3101,"[0.08093997091054916, 0.0, 0.0, 0.43869468569755554, 0.12877453863620758, 0.0, 0.0, 0.31511661410331726, 0.0, 0.0, 0.0, 0.21444086730480194, 0.022758355364203453, 0.5064855217933655, 0.0, 0.029979780316352844, 0.0, 0.0, 0.09449997544288635, 0.22762979567050934]"
3111,"[0.0, 0.0, 0.0, 0.6025655269622803, 0.4247331917285919, 0.49315667152404785, 0.0, 0.09376747161149979, 0.0, 0.0, 0.02785821631550789, 0.012311437167227268, 0.05282783508300781, 0.009215329773724079, 0.10715629905462265, 0.0, 0.15763531625270844, 0.22016970813274384, 0.06011628732085228, 0.04025576636195183]"
3121,"[0.009443961083889008, 0.0, 0.19661806523799896, 0.0, 0.05478397384285927, 0.0, 0.025444762781262398, 0.0, 0.10206589847803116, 0.02019178308546543, 0.0, 0.06749485433101654, 0.0, 0.1609518676996231, 0.0, 0.5024204254150391, 0.048177070915699005, 0.222433939576149, 0.0, 0.16418838500976562]"
3131,"[0.06409293413162231, 0.0, 0.0, 0.03237945958971977, 0.013903187587857246, 0.030661437660455704, 0.0, 0.0, 0.0, 0.0, 0.03270234540104866, 0.009954114444553852, 0.14649632573127747, 0.016507769003510475, 0.07138291746377945, 0.0, 6.173848669277504e-05, 0.022376885637640953, 0.036869511008262634, 0.0]"
3141,"[0.0, 0.0, 0.06327126175165176, 0.0, 0.5137096047401428, 0.0, 0.0, 0.605982780456543, 0.402485728263855, 0.0, 0.018968429416418076, 0.0, 0.0, 0.07800958305597305, 0.020280564203858376, 0.08438464254140854, 0.16101133823394775, 0.0, 0.2765553295612335, 0.0759008452296257]"
3151,"[0.17398867011070251, 0.24672304093837738, 0.02727460116147995, 0.008911339566111565, 0.11864232271909714, 0.05543971434235573, 0.02717592380940914, 0.011725361458957195, 0.12154505401849747, 0.22847776114940643, 0.0, 0.12290649861097336, 0.0, 0.4623118042945862, 0.13484670221805573, 0.09286084026098251, 0.11366298794746399, 0.04154134914278984, 0.0, 0.2713606655597687]"
3161,"[0.0, 0.0, 0.0, 0.0, 0.04177325218915939, 0.0, 0.0, 0.04050467908382416, 0.0, 0.005996732506901026, 0.0, 0.0, 0.0, 0.0, 0.7556809782981873, 0.0, 0.14044250547885895, 0.0, 0.0, 0.0]"
3171,"[0.26284119486808777, 0.02582581527531147, 0.0, 0.0, 0.07281732559204102, 0.48574522137641907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25589680671691895, 0.0, 0.20623478293418884, 0.0, 0.41852957010269165, 0.08180426806211472, 0.0, 0.06712093204259872]"
3181,"[0.0, 0.09532109647989273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18281053006649017, 0.6491610407829285, 0.0, 0.0, 0.07491470873355865, 0.0]"
3191,"[0.0, 0.0, 0.016659939661622047, 0.0, 0.0, 0.0, 0.013205885887145996, 0.011654241010546684, 0.0, 0.0, 0.0, 0.0884706899523735, 0.0, 0.0, 0.013450926169753075, 0.011080742813646793, 0.0, 0.005031730979681015, 0.0, 0.06608591228723526]"
3201,"[0.3482508957386017, 0.28756386041641235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0735667273402214, 0.05978080630302429, 0.3340681195259094, 0.0, 0.0, 0.005347032565623522, 0.3383302390575409, 0.2313242256641388, 0.49970877170562744, 0.13312938809394836, 0.0, 0.0, 0.02754010073840618]"
3211,"[0.0, 0.0, 0.0, 0.0, 0.2507881224155426, 0.0, 0.0, 0.016280388459563255, 0.0, 0.0, 0.0, 0.0, 0.10326185077428818, 0.0, 0.0, 0.0, 0.5866661667823792, 0.4310520887374878, 0.02181616984307766, 0.36693641543388367]"
3221,"[0.010126680135726929, 0.014169353060424328, 0.0, 0.13737402856349945, 0.0, 0.0, 0.013283251784741879, 0.04820443317294121, 0.0, 0.0, 0.0, 0.0, 0.018036039546132088, 0.049547143280506134, 0.0, 0.0, 0.6979164481163025, 0.000896801648195833, 0.0, 0.0]"
3231,"[0.30450916290283203, 0.0, 0.0, 0.028647083789110184, 0.09849190711975098, 0.03914382681250572, 0.0, 0.07020629942417145, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2043611854314804, 0.0, 0.05031595006585121, 0.0, 0.022725768387317657, 0.0, 0.0]"
3241,"[0.0, 0.02361230179667473, 0.0, 0.5725882053375244, 0.2438376098871231, 0.27619653940200806, 0.0, 0.0, 0.0, 0.0, 0.038530655205249786, 0.0, 0.3839981257915497, 0.040809985250234604, 0.01281853299587965, 0.013146010227501392, 0.16687649488449097, 0.17844250798225403, 0.34343233704566956, 0.2132255733013153]"
3251,"[0.0, 0.0, 0.0, 0.0, 0.3312229812145233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021500863134860992, 0.0, 0.21777962148189545, 0.0, 0.0617484524846077, 0.0]"
3261,"[0.38078901171684265, 0.15718325972557068, 0.0, 0.0, 0.1858813613653183, 0.0, 0.0, 0.07010985165834427, 0.26304391026496887, 0.05093638598918915, 0.0, 0.01273706927895546, 0.2686062157154083, 0.0, 0.09062027931213379, 0.05479710176587105, 0.2889641523361206, 0.0, 0.0, 0.28020617365837097]"
3271,"[0.06314131617546082, 0.0, 0.10947801172733307, 0.0, 0.12917152047157288, 0.1975025236606598, 0.0, 0.0, 0.45172715187072754, 0.0, 0.0, 0.24254518747329712, 0.2431577444076538, 0.0, 0.058721672743558884, 0.3828567862510681, 0.2541268467903137, 0.0, 0.2961220145225525, 0.11073089390993118]"
3281,"[0.14915093779563904, 0.15499752759933472, 0.0, 0.08169732242822647, 0.10792102664709091, 0.0, 0.0, 0.0, 0.1178036704659462, 0.0, 0.0, 0.04255345091223717, 0.298718124628067, 0.0, 0.29565590620040894, 0.6367676854133606, 0.3216175138950348, 0.0, 0.0, 0.0]"
3291,"[0.018273090943694115, 0.516025185585022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025356195867061615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12884093821048737, 0.0, 0.0, 0.0]"
3301,"[0.0, 0.11929576843976974, 0.0, 0.0, 0.19425126910209656, 0.19521132111549377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07424560189247131, 0.0, 0.0, 0.0, 0.354979544878006, 0.0, 0.16609658300876617, 0.1963004469871521]"
3311,"[0.13193660974502563, 0.0, 0.0, 0.07454705238342285, 0.0, 0.12138061225414276, 0.08314648270606995, 0.035704512149095535, 0.0, 0.14097099006175995, 0.0, 0.2678169906139374, 0.43143588304519653, 0.9663515090942383, 0.34415286779403687, 0.1500663459300995, 0.0, 0.08131463825702667, 0.0, 0.061731744557619095]"
3321,"[0.16122698783874512, 0.4783976078033447, 0.10278411954641342, 0.0, 0.0, 0.051718518137931824, 0.10847245156764984, 0.0, 0.0, 0.10139346122741699, 0.03057238459587097, 0.20094016194343567, 0.08060970902442932, 0.08987052738666534, 0.13415883481502533, 0.0, 0.036301545798778534, 0.07667882740497589, 0.0, 0.02639678493142128]"
3331,"[0.24306881427764893, 0.0364682711660862, 0.0, 0.0, 0.1161341741681099, 0.36684450507164, 0.024968421086668968, 0.0, 0.14745022356510162, 0.0, 0.0, 0.23654453456401825, 0.3382985293865204, 0.0, 0.12660834193229675, 0.04292958602309227, 0.3110846281051636, 0.31114792823791504, 0.0, 0.3276362717151642]"
3341,"[0.4703693985939026, 0.13870318233966827, 0.0, 0.011834938079118729, 0.0, 0.06864352524280548, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4179283380508423, 0.0, 0.0, 0.0, 0.16211068630218506, 0.0, 0.042442936450242996, 0.031008267775177956]"
3351,"[0.2960978150367737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08263635635375977, 0.01944383978843689, 0.3555729389190674, 0.17108681797981262, 0.0, 0.0, 0.0, 0.2001459002494812, 0.0, 0.14077867567539215, 0.27131274342536926, 0.1713356375694275, 0.0, 0.062230829149484634]"
3361,"[1.0649663209915161, 0.04420502856373787, 0.0, 0.013693049550056458, 0.0, 0.06231537461280823, 0.0, 0.0, 0.0, 0.015076227486133575, 0.0, 0.0, 0.0, 0.0, 0.023472990840673447, 0.0, 0.015235820785164833, 0.0, 0.0, 0.0]"
3371,"[0.0, 0.0, 0.0, 0.0, 0.4383567273616791, 0.19538944959640503, 0.9586037397384644, 0.0, 0.2770375907421112, 0.0, 0.0, 0.045399509370326996, 0.0, 0.0, 0.0, 0.0, 0.10816796123981476, 0.0, 0.03961572051048279, 0.0]"
3381,"[0.2600432336330414, 0.08847659826278687, 0.22634117305278778, 0.0, 0.4046745002269745, 0.06070506572723389, 0.0, 0.035161104053258896, 0.42272722721099854, 0.7729722261428833, 0.056097086519002914, 0.21106362342834473, 0.0, 0.0564933605492115, 0.04118496552109718, 0.0, 0.11920911073684692, 0.0, 0.0, 0.0]"
3391,"[0.22144165635108948, 0.20563985407352448, 0.28813767433166504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35385462641716003, 0.0, 0.0, 0.13484477996826172, 0.0, 0.09128908067941666, 0.5308052897453308, 0.14215537905693054, 0.0, 0.0, 0.10834742337465286]"
3401,"[0.06975802779197693, 0.013422486372292042, 0.0, 0.0, 0.0, 0.0037061749026179314, 0.0, 0.06278732419013977, 0.01326170563697815, 0.10002060979604721, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04201773926615715, 0.0889449492096901, 0.008544085547327995, 0.0, 0.0]"
3411,"[0.0, 0.0, 0.0, 0.01761806383728981, 0.6820690035820007, 0.06878632307052612, 0.0, 0.12159861624240875, 0.0, 0.0, 0.10640368610620499, 0.21781587600708008, 0.3577122390270233, 0.0, 0.10125919431447983, 0.06745856255292892, 0.07667337357997894, 0.0, 0.35048791766166687, 0.0]"
3421,"[0.5985599756240845, 0.012027869001030922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49653834104537964, 0.0, 0.0, 0.0, 0.0, 0.01585322804749012, 0.0, 0.20766863226890564, 0.0, 0.0, 0.0810534656047821]"
3431,"[0.15041688084602356, 0.0, 0.006304227747023106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22464138269424438, 0.18572941422462463, 0.0, 0.009201182052493095, 0.0, 0.0, 0.036987051367759705, 0.3796032667160034, 0.0, 0.4252472221851349, 0.0, 0.12692785263061523]"
3441,"[0.0, 0.0, 0.0, 0.16836470365524292, 0.26999226212501526, 0.23696619272232056, 0.0, 0.005571990739554167, 0.0, 0.0, 0.0, 0.0, 0.03239422291517258, 0.0, 0.0, 0.0, 0.5658706426620483, 0.0, 0.0, 0.0]"
3451,"[0.0, 0.0, 0.0019398792646825314, 0.0, 0.49913230538368225, 0.0, 0.0, 0.038118354976177216, 0.08537983149290085, 0.0, 0.0, 0.0, 0.12085924297571182, 0.0, 0.07420582324266434, 0.17466701567173004, 0.1589452624320984, 0.26869821548461914, 0.167692631483078, 0.17871028184890747]"
3461,"[0.12438846379518509, 0.0, 0.0, 0.0, 0.1369236707687378, 0.0, 0.0, 0.11051684617996216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026574276387691498, 0.1265978217124939, 0.4612550735473633, 0.11956238746643066, 0.0, 0.0]"
3471,"[0.8822014331817627, 0.20983749628067017, 0.0, 0.027288377285003662, 0.0, 0.0, 0.08985109627246857, 0.0, 0.09433077275753021, 0.21914823353290558, 0.0, 0.11531395465135574, 0.04412360489368439, 0.2838420867919922, 0.0, 0.02981402911245823, 0.012000871822237968, 0.056663352996110916, 0.0, 0.24525418877601624]"
3481,"[0.19909051060676575, 0.021304331719875336, 0.0, 0.06889377534389496, 0.31855759024620056, 0.08235149085521698, 0.014661232940852642, 0.09306393563747406, 0.0805424153804779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027353400364518166, 0.05037488788366318, 0.30139991641044617, 0.006233345717191696, 0.12821896374225616, 0.10305372625589371]"
3491,"[0.0, 0.0, 0.0, 0.0, 0.015953656286001205, 0.027513379231095314, 0.0, 0.0, 0.021815219894051552, 0.0, 0.0, 0.0, 0.024854237213730812, 0.0, 0.0, 0.0, 0.5048803091049194, 0.0, 0.04749898612499237, 0.07322549819946289]"
3501,"[0.05261501669883728, 0.6689956188201904, 0.0, 0.0, 0.0, 0.0, 0.011926162987947464, 0.0, 0.0, 0.037891775369644165, 0.0, 0.0, 0.0, 0.0, 0.03287898376584053, 0.0, 0.09612279385328293, 0.0, 0.0, 0.03715256601572037]"
3511,"[0.2628873586654663, 0.22535832226276398, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05975938215851784, 0.0, 0.047981880605220795, 0.0, 0.0, 0.015958543866872787, 0.0, 0.06426732987165451, 0.31023743748664856, 0.2504909336566925, 0.11956197768449783, 0.0, 0.10443194210529327]"
3521,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0339532196521759, 0.0, 0.0, 0.0, 0.0, 0.4048331081867218, 0.0, 0.0156177319586277, 0.10440165549516678, 0.1673397421836853, 0.08340109884738922, 0.0, 0.0]"
3531,"[0.16657796502113342, 0.010287689045071602, 0.0, 0.0, 0.2500624656677246, 0.3775637447834015, 0.003848518244922161, 0.0, 0.12219250202178955, 0.0, 0.0, 0.24736452102661133, 0.20103731751441956, 0.060117319226264954, 0.0, 0.0, 0.33382275700569153, 0.0, 0.002967783948406577, 0.18466337025165558]"
3541,"[0.0, 0.05455686151981354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12262453883886337, 0.14887173473834991, 0.0, 0.100794717669487, 0.5151967406272888, 0.0, 0.0, 0.33224818110466003, 0.0]"
3551,"[0.13303214311599731, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6101377010345459, 0.054312095046043396, 0.37167155742645264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15792705118656158, 0.0, 0.03362876549363136, 0.0, 0.0, 0.0]"
3561,"[0.0, 0.22354933619499207, 0.0, 0.4699263572692871, 0.0, 0.1389470249414444, 0.024243472144007683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5005115866661072, 0.0, 0.0, 0.09260544180870056, 0.3236604630947113, 0.0, 0.1986127644777298, 0.17549124360084534]"
